CellSwc[0].Dend[1156],CellSwc[1].Dend[19974],41.855696
CellSwc[0].Dend[1165],CellSwc[1].Dend[16210],43.444108
CellSwc[0].Dend[1184],CellSwc[1].Dend[13401],51.954940
CellSwc[0].Dend[1161],CellSwc[1].Dend[19167],57.572802
CellSwc[0].Dend[1181],CellSwc[1].Dend[13401],45.068000
CellSwc[0].Dend[1156],CellSwc[1].Dend[20314],40.564969
CellSwc[0].Dend[1180],CellSwc[1].Dend[13527],39.852784
CellSwc[0].Dend[1155],CellSwc[1].Dend[20222],53.491822
CellSwc[0].Dend[1161],CellSwc[1].Dend[19170],57.572802
CellSwc[0].Dend[1165],CellSwc[1].Dend[14650],34.816372
