CellSwc[2].Dend[11949],CellSwc[1].Dend[15171],4.436328
CellSwc[2].Dend[11215],CellSwc[1].Dend[8242],5.961837
CellSwc[2].Dend[11022],CellSwc[1].Dend[15719],6.106359
CellSwc[2].Dend[11541],CellSwc[1].Dend[20204],6.757354
CellSwc[2].Dend[10089],CellSwc[1].Dend[21436],5.885598
CellSwc[2].Dend[11219],CellSwc[1].Dend[20938],7.595935
CellSwc[2].Dend[11580],CellSwc[1].Dend[8808],3.850280
CellSwc[2].Dend[11534],CellSwc[1].Dend[8853],1.432600
CellSwc[2].Dend[11257],CellSwc[1].Dend[8856],5.758865
CellSwc[2].Dend[11422],CellSwc[1].Dend[8854],5.022369
