CellSwc[2].Dend[11238],CellSwc[0].Dend[713],6.694512
CellSwc[2].Dend[11403],CellSwc[0].Dend[626],2.002548
CellSwc[2].Dend[11236],CellSwc[0].Dend[661],0.865045
CellSwc[2].Dend[10843],CellSwc[0].Dend[750],5.065020
CellSwc[2].Dend[9376],CellSwc[0].Dend[903],6.096121
CellSwc[2].Dend[10064],CellSwc[0].Dend[921],7.187703
CellSwc[2].Dend[10369],CellSwc[0].Dend[907],3.173751
CellSwc[2].Dend[8119],CellSwc[0].Dend[1080],6.660157
CellSwc[2].Dend[10362],CellSwc[0].Dend[808],3.871066
CellSwc[2].Dend[11068],CellSwc[0].Dend[871],5.735652
