CellSwc[0].Dend[906],CellSwc[2].Dend[10611],5.260011
CellSwc[0].Dend[626],CellSwc[2].Dend[11556],4.086911
CellSwc[0].Dend[704],CellSwc[2].Dend[10842],6.196008
CellSwc[0].Dend[906],CellSwc[2].Dend[10601],2.980334
CellSwc[0].Dend[871],CellSwc[2].Dend[11068],5.735652
CellSwc[0].Dend[794],CellSwc[2].Dend[10364],2.314395
CellSwc[0].Dend[832],CellSwc[2].Dend[11387],0.962365
CellSwc[0].Dend[970],CellSwc[2].Dend[9720],4.112387
CellSwc[0].Dend[661],CellSwc[2].Dend[11236],0.865045
CellSwc[0].Dend[937],CellSwc[2].Dend[10064],2.155474
