CellSwc[1].Dend[14097],CellSwc[0].Dend[1168],30.114407
CellSwc[1].Dend[19167],CellSwc[0].Dend[1161],57.572802
CellSwc[1].Dend[16960],CellSwc[0].Dend[1152],57.876931
CellSwc[1].Dend[19448],CellSwc[0].Dend[1161],41.011079
CellSwc[1].Dend[19956],CellSwc[0].Dend[1164],29.114953
CellSwc[1].Dend[16663],CellSwc[0].Dend[1168],54.883167
CellSwc[1].Dend[19303],CellSwc[0].Dend[1161],42.465162
CellSwc[1].Dend[16210],CellSwc[0].Dend[1172],56.860996
CellSwc[1].Dend[19017],CellSwc[0].Dend[1161],46.820652
CellSwc[1].Dend[16663],CellSwc[0].Dend[1160],50.771003
