# gid, cellid, swcid, cloneid, SWC file path, position&rotation file, Synapse information file
$ CELLS 120
$ PN 15
200000 2 0 0 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200000syn.dat
200001 2 0 1 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200001syn.dat
200002 2 0 2 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200002syn.dat
200003 2 0 3 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200003syn.dat
200004 2 0 4 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200004syn.dat
200005 2 0 5 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200005syn.dat
200006 2 0 6 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200006syn.dat
200007 2 0 7 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200007syn.dat
200008 2 0 8 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200008syn.dat
200009 2 0 9 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200009syn.dat
200010 2 0 10 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200010syn.dat
200011 2 0 11 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200011syn.dat
200012 2 0 12 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200012syn.dat
200013 2 0 13 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200013syn.dat
200014 2 0 14 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/200014syn.dat
$ LN 105
300000 3 0 0 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300000syn.dat
300001 3 0 1 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300001syn.dat
300002 3 0 2 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300002syn.dat
300003 3 0 3 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300003syn.dat
300004 3 0 4 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300004syn.dat
300005 3 0 5 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300005syn.dat
300006 3 0 6 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300006syn.dat
300007 3 0 7 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300007syn.dat
300008 3 0 8 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300008syn.dat
300009 3 0 9 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300009syn.dat
300010 3 0 10 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300010syn.dat
300011 3 0 11 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300011syn.dat
300012 3 0 12 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300012syn.dat
300013 3 0 13 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300013syn.dat
300014 3 0 14 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300014syn.dat
300015 3 0 15 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none ../input/synapse_info/120cells/300015syn.dat
