# gid, cellid, swcid, cloneid, SWC file path, position&rotation file, Synapse information file
$ CELLS 40
$ PN 5
200000 2 0 0 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none none
200001 2 0 1 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none none
200002 2 0 2 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none none
200003 2 0 3 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none none
200004 2 0 4 ../input/swc/050622_4_sn_bestrigid0106_mkRegion.swc none none
$ LN 35
300000 3 0 0 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300001 3 0 1 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300002 3 0 2 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300003 3 0 3 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300004 3 0 4 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300005 3 0 5 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300006 3 0 6 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300007 3 0 7 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300008 3 0 8 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300009 3 0 9 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300010 3 0 10 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300011 3 0 11 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300012 3 0 12 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300013 3 0 13 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300014 3 0 14 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300015 3 0 15 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300016 3 0 16 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
300017 3 0 17 ../input/swc/040823_5_sn_bestrigid0106_mkRegion.swc none none
301000 3 1 0 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301001 3 1 1 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301002 3 1 2 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301003 3 1 3 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301004 3 1 4 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301005 3 1 5 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301006 3 1 6 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301007 3 1 7 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301008 3 1 8 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301009 3 1 9 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301010 3 1 10 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301011 3 1 11 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301012 3 1 12 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301013 3 1 13 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301014 3 1 14 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301015 3 1 15 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
301016 3 1 16 ../input/swc/050205_7_sn_bestrigid0106_mkRegion.swc none none
